region,site,DateTime_UTC,Battery_V,CDOM_ppb,DO_mgL,DOsat_pct,Depth_m,SpecCond_mScm,Turbidity_NTU,WaterTemp_C,pH,pH_mV
AZ,SC,2/20/2017 21:30,6.66,29.4,9.78,99.2,0.45,239.8,150,13.12,8.16,-62.1
AZ,SC,2/20/2017 21:45,6.67,29.63,9.8,99.3,0.43,240.3,110.7,13.04,8.15,-61.5
AZ,SC,2/20/2017 22:00,6.61,29.55,9.79,99.4,0.42,240.7,133.9,13.13,8.14,-61.3
AZ,SC,2/20/2017 22:15,6.62,29.49,9.76,99.7,0.43,241.8,112.2,13.42,8.14,-61.3
AZ,SC,2/20/2017 22:30,6.84,29.21,9.72,100.2,0.41,242.2,113.2,13.84,8.15,-61.9
AZ,SC,2/20/2017 22:45,6.66,29.17,9.65,100.1,0.42,242.9,148.5,14.09,8.16,-62.3
AZ,SC,2/20/2017 23:00,6.82,29.35,9.61,99.6,0.42,243.6,113.1,14.09,8.15,-61.9
AZ,SC,2/20/2017 23:15,6.79,29.55,9.57,99,0.42,244.3,113.2,13.96,8.14,-61.6
AZ,SC,2/20/2017 23:30,6.81,29.4,9.53,99.2,0.41,245,108.8,14.3,8.15,-61.7
AZ,SC,2/20/2017 23:45,6.79,29.07,9.45,99.7,0.42,245.8,126.8,14.89,8.18,-63.5
AZ,SC,2/21/2017 0:00,6.89,29,9.39,99.7,0.42,246.7,100.1,15.16,8.18,-64
AZ,SC,2/21/2017 0:15,6.92,29.03,9.37,99.7,0.42,247.1,99.97,15.29,8.19,-64.4
AZ,SC,2/21/2017 0:30,6.84,29.16,9.33,99.1,0.41,247.6,109.8,15.23,8.19,-64.1
AZ,SC,2/21/2017 0:45,6.96,29.36,9.32,98.7,0.42,247.6,104.3,15.02,8.17,-63.1
AZ,SC,2/21/2017 1:00,6.89,29.54,9.34,98.5,0.42,248.5,126.1,14.84,8.15,-62.3
AZ,SC,2/21/2017 1:15,6.89,29.66,9.37,98.5,0.41,249.1,108.2,14.71,8.15,-61.8
AZ,SC,2/21/2017 1:30,6.97,29.87,9.39,98.5,0.41,249.7,187.7,14.61,8.15,-61.8
AZ,SC,2/21/2017 1:45,6.96,29.98,9.4,98.3,0.41,250.2,99.59,14.48,8.14,-61.5
AZ,SC,2/21/2017 2:00,6.89,30.09,9.39,98,0.41,250.5,97.12,14.39,8.14,-61.2
AZ,SC,2/21/2017 2:15,6.99,30.3,9.39,97.8,0.4,251.3,146.2,14.3,8.13,-61
AZ,SC,2/21/2017 2:30,6.96,30.49,9.39,97.5,0.41,251.8,102.1,14.13,8.13,-60.7
AZ,SC,2/21/2017 2:45,6.99,30.72,9.41,97.2,0.4,252,295.8,13.95,8.12,-60.4
AZ,SC,2/21/2017 3:00,6.89,30.99,9.43,97.1,0.39,252.8,120.1,13.78,8.12,-60
AZ,SC,2/21/2017 3:15,6.92,31.03,9.45,97,0.39,252.9,114.2,13.62,8.12,-59.9
AZ,SC,2/21/2017 3:30,6.96,31.2,9.47,97,0.4,253.4,100.8,13.5,8.11,-59.7
AZ,SC,2/21/2017 3:45,6.92,31.36,9.48,96.9,0.4,253.7,91.63,13.41,8.11,-59.6
AZ,SC,2/21/2017 4:00,6.97,31.45,9.49,96.8,0.4,254.2,96.16,13.35,8.11,-59.3
AZ,SC,2/21/2017 4:15,6.89,31.47,9.49,96.7,0.39,254.5,104.3,13.3,8.1,-59.2
AZ,SC,2/21/2017 4:30,7.02,31.59,9.49,96.6,0.4,255,99.9,13.26,8.1,-59.2
AZ,SC,2/21/2017 4:45,6.96,31.66,9.51,96.7,0.4,255.8,100.2,13.23,8.1,-58.9
AZ,SC,2/21/2017 5:00,6.91,31.67,9.51,96.7,0.39,255.9,90.33,13.18,8.1,-58.8
AZ,SC,2/21/2017 5:15,6.87,31.68,9.52,96.6,0.4,256.2,94.08,13.12,8.1,-59
AZ,SC,2/21/2017 5:30,6.91,32.01,9.53,96.6,0.4,257.2,93.85,13.06,8.09,-58.5
AZ,SC,2/21/2017 5:45,6.91,32.21,9.55,96.6,0.39,257.1,108.4,12.98,8.1,-58.8
AZ,SC,2/21/2017 6:00,7.02,31.8,9.57,96.6,0.4,257.7,98.92,12.92,8.1,-58.8
AZ,SC,2/21/2017 6:15,6.94,32.21,9.59,96.8,0.39,258,96.76,12.85,8.1,-58.9
AZ,SC,2/21/2017 6:30,6.82,32.26,9.61,96.8,0.4,258.3,90.16,12.78,8.1,-58.9
AZ,SC,2/21/2017 6:45,6.96,29.52,9.61,96.7,0.4,258.9,95.13,12.71,8.1,-58.9
AZ,SC,2/21/2017 7:00,7.02,32.4,9.63,96.6,0.4,259.2,112.4,12.64,8.1,-58.9
AZ,SC,2/21/2017 7:15,6.94,32.04,9.65,96.7,0.4,259.5,101.4,12.58,8.1,-58.9
AZ,SC,2/21/2017 7:30,6.89,32.3,9.66,96.8,0.41,259.9,92.69,12.52,8.1,-58.8
AZ,SC,2/21/2017 7:45,7.04,32.6,9.67,96.7,0.4,260.4,93.44,12.47,8.1,-58.9
AZ,SC,2/21/2017 8:00,6.94,32.57,9.68,96.7,0.4,260.7,89.86,12.42,8.1,-59
AZ,SC,2/21/2017 8:15,6.96,27.59,9.68,96.7,0.4,261.3,87.19,12.38,8.1,-58.8
AZ,SC,2/21/2017 8:30,6.94,2.68,9.71,96.8,0.4,261.3,91.34,12.34,8.11,-59.1
AZ,SC,2/21/2017 8:45,6.96,32.78,9.7,96.6,0.4,261.8,89.07,12.3,8.1,-58.9
AZ,SC,2/21/2017 9:00,6.96,32.68,9.71,96.7,0.4,261.9,89.16,12.27,8.11,-59.1
AZ,SC,2/21/2017 9:15,6.82,32.82,9.72,96.7,0.4,262.5,88.16,12.24,8.1,-58.9
AZ,SC,2/21/2017 9:30,6.87,32.72,9.73,96.7,0.4,262.8,101.4,12.2,8.11,-59.1
AZ,SC,2/21/2017 9:45,6.99,29.74,9.73,96.7,0.4,263.2,102.1,12.17,8.11,-59.3
AZ,SC,2/21/2017 10:00,6.89,32.77,9.74,96.7,0.4,263.6,88.37,12.12,8.11,-59.1
AZ,SC,2/21/2017 10:15,6.94,6.62,9.76,96.7,0.39,263.7,88.12,12.07,8.11,-59.3
AZ,SC,2/21/2017 10:30,6.97,22.88,9.77,96.7,0.39,264.2,86.35,12.03,8.1,-59
AZ,SC,2/21/2017 10:45,6.94,29.88,9.78,96.7,0.39,264.3,83.09,11.97,8.11,-59
AZ,SC,2/21/2017 11:00,7.01,13.14,9.79,96.6,0.39,264.6,86.55,11.91,8.11,-59.1
AZ,SC,2/21/2017 11:15,6.96,2.31,9.8,96.7,0.39,265.2,83.1,11.87,8.11,-59
AZ,SC,2/21/2017 11:30,6.92,3.13,9.81,96.6,0.39,265.3,86.55,11.82,8.11,-59
AZ,SC,2/21/2017 11:45,6.99,4.18,9.81,96.6,0.39,265.9,83.88,11.79,8.1,-58.7
AZ,SC,2/21/2017 12:00,6.99,1.55,9.83,96.7,0.39,266.2,84.95,11.74,8.1,-58.8
AZ,SC,2/21/2017 12:15,7.01,3.56,9.83,96.6,0.38,266.4,84.55,11.69,8.11,-58.9
AZ,SC,2/21/2017 12:30,6.96,1.64,9.85,96.6,0.39,266.6,1.24,11.65,8.11,-59
AZ,SC,2/21/2017 12:45,6.81,2.68,9.86,96.6,0.38,266.6,93.28,11.6,8.11,-58.9
AZ,SC,2/21/2017 13:00,6.92,32.13,9.86,96.6,0.38,267,103.1,11.55,8.11,-58.9
AZ,SC,2/21/2017 13:15,7.01,27.92,9.87,96.6,0.39,267.5,77.13,11.51,8.1,-58.6
AZ,SC,2/21/2017 13:30,6.96,33.41,9.89,96.6,0.38,268,78.37,11.46,8.1,-58.6
AZ,SC,2/21/2017 13:45,6.92,32.57,9.89,96.6,0.38,268.4,76.77,11.41,8.1,-58.4
AZ,SC,2/21/2017 14:00,6.99,32.64,9.91,96.6,0.38,268.6,86.71,11.36,8.1,-58.4
AZ,SC,2/21/2017 14:15,7.01,7.53,9.93,96.7,0.39,268.7,76.9,11.3,8.1,-58.4
AZ,SC,2/21/2017 14:30,6.92,3.52,9.94,96.7,0.38,268.8,77.27,11.23,8.1,-58.4
AZ,SC,2/21/2017 14:45,6.96,30.53,9.95,96.7,0.39,269.2,96.25,11.18,8.1,-58.3
AZ,SC,2/21/2017 15:00,6.92,27.05,9.97,96.7,0.39,269.4,75.67,11.11,8.1,-58.5
AZ,SC,2/21/2017 15:15,6.97,31.89,9.99,96.7,0.38,269.6,77.85,11.05,8.1,-58.4
AZ,SC,2/21/2017 15:30,6.94,0.3,10,96.7,0.39,269.5,84.93,10.99,8.1,-58.5
AZ,SC,2/21/2017 15:45,7.02,1.24,10.02,96.8,0.39,270.1,82.09,10.95,8.1,-58.5
AZ,SC,2/21/2017 16:00,6.91,24.58,10.03,96.8,0.39,270.3,79.74,10.89,8.1,-58.4
AZ,SC,2/21/2017 16:15,6.94,19.31,10.04,96.8,0.39,270.2,79.92,10.84,8.1,-58.6
AZ,SC,2/21/2017 16:30,6.96,6.36,10.05,96.7,0.39,270.8,77.55,10.8,8.1,-58.4
AZ,SC,2/21/2017 16:45,6.79,0.42,10.07,96.8,0.39,270.5,76.43,10.75,8.1,-58.7
AZ,SC,2/21/2017 17:00,6.96,13.03,10.08,96.9,0.39,271.2,73.92,10.74,8.1,-58.4
AZ,SC,2/21/2017 17:15,6.82,3.2,10.11,97.1,0.39,271.1,74.47,10.74,8.1,-58.6
AZ,SC,2/21/2017 17:30,6.99,27.63,10.11,97.3,0.39,271.4,75.57,10.8,8.11,-59.1
AZ,SC,2/21/2017 17:45,6.89,6.33,10.12,97.7,0.4,271.4,71.18,10.9,8.12,-59.6
AZ,SC,2/21/2017 18:00,6.79,17.6,10.12,98,0.39,271.8,72.29,11.06,8.13,-60.3
AZ,SC,2/21/2017 18:15,6.94,13.71,10.1,98.3,0.4,271.9,75.74,11.25,8.14,-61
AZ,SC,2/21/2017 18:30,6.94,31.85,10.08,98.6,0.4,272.3,71.18,11.47,8.16,-61.7
AZ,SC,2/21/2017 18:45,6.92,32.74,10.04,98.7,0.4,272.7,74.62,11.72,8.17,-62.3
AZ,SC,2/21/2017 19:00,6.86,32.84,10.01,99,0.39,272.5,71.58,11.98,8.18,-63.1
AZ,SC,2/21/2017 19:15,7.01,31.72,9.97,99.3,0.39,272.9,69.69,12.29,8.19,-63.7
AZ,SC,2/21/2017 19:30,6.97,29.78,9.92,99.6,0.4,273,68.69,12.61,8.2,-64.3
AZ,SC,2/21/2017 19:45,7.01,30.79,9.87,99.8,0.39,272.9,70.76,12.94,8.21,-65
AZ,SC,2/21/2017 20:00,6.89,31.55,9.81,100,0.4,273.7,67.61,13.31,8.21,-65.2
AZ,SC,2/21/2017 20:15,6.96,31.48,9.75,100.2,0.39,273.4,67.72,13.67,8.22,-65.7
AZ,SC,2/21/2017 20:30,6.97,31.36,9.69,100.3,0.39,274.2,63.85,14.04,8.22,-65.8
AZ,SC,2/21/2017 20:45,6.99,31.01,9.62,100.4,0.39,274.4,64.86,14.41,8.23,-66.2
AZ,SC,2/21/2017 21:00,7.01,30.7,9.56,100.6,0.39,274.6,63.33,14.76,8.23,-66.5
AZ,SC,2/21/2017 21:15,6.97,30.48,9.49,100.6,0.39,275.1,65.07,15.12,8.23,-66.7
AZ,SC,2/21/2017 21:30,7.02,30.24,9.42,100.6,0.38,275.5,63.67,15.47,8.24,-67.1
AZ,SC,2/21/2017 21:45,7.07,1.79,9.34,100.6,0.38,276,67.02,15.8,8.24,-67.5
AZ,SC,2/21/2017 22:00,7.02,29.9,9.28,100.6,0.38,276.1,60.76,16.12,8.24,-67.6
AZ,SC,2/21/2017 22:15,7.06,29.38,9.23,100.6,0.38,276.3,73.29,16.4,8.25,-67.9
AZ,SC,2/21/2017 22:30,6.96,29.73,9.17,100.5,0.37,277.1,121.5,16.68,8.24,-67.7
AZ,SC,2/21/2017 22:45,7.14,29.39,9.11,100.4,0.36,277.3,70.44,16.91,8.24,-67.8
AZ,SC,2/21/2017 23:00,7.09,29.06,9.07,100.3,0.37,277.6,59.37,17.11,8.25,-67.9
AZ,SC,2/21/2017 23:15,7.09,29.14,9.03,100.2,0.36,277.9,59.4,17.27,8.25,-68.1
AZ,SC,2/21/2017 23:30,7.06,28.78,8.98,100,0.36,278.3,58.79,17.41,8.25,-68.2
AZ,SC,2/21/2017 23:45,7.16,28.76,8.96,99.9,0.35,278.4,60.46,17.5,8.25,-68.2
AZ,SC,2/22/2017 0:00,7.11,15.03,8.92,99.7,0.35,278.8,61.42,17.57,8.24,-68
AZ,SC,2/22/2017 0:15,7.16,28.76,8.91,99.6,0.35,279,58.47,17.59,8.24,-67.8
AZ,SC,2/22/2017 0:30,7.07,28.81,8.89,99.3,0.35,279.4,59.77,17.56,8.24,-67.6
AZ,SC,2/22/2017 0:45,7.21,29.12,8.89,99.1,0.34,279.9,58.06,17.47,8.22,-66.8
AZ,SC,2/22/2017 1:00,7.12,28.87,8.9,98.8,0.34,279.1,59.17,17.3,8.22,-66.5
AZ,SC,2/22/2017 1:15,7.09,28.74,8.89,98.4,0.34,280,60.4,17.14,8.2,-65.6
AZ,SC,2/22/2017 1:30,7.21,28.29,8.91,98.3,0.34,279.6,57.12,16.94,8.19,-64.9
AZ,SC,2/22/2017 1:45,7.22,29.63,8.91,97.7,0.34,279.5,61.06,16.72,8.18,-64.4
AZ,SC,2/22/2017 2:00,7.09,29.89,8.92,97.4,0.34,280.4,60.41,16.5,8.17,-63.4
AZ,SC,2/22/2017 2:15,7.16,30,8.94,97.1,0.33,280.1,59.04,16.24,8.16,-63.1
AZ,SC,2/22/2017 2:30,7.16,30.01,8.95,96.6,0.33,280.2,60.77,15.95,8.15,-62.2
AZ,SC,2/22/2017 2:45,7.09,29.9,8.96,96.2,0.33,280.8,58.84,15.69,8.13,-61.4
AZ,SC,2/22/2017 3:00,7.22,27.06,9,96.1,0.33,280.3,62.8,15.47,8.14,-61.5
AZ,SC,2/22/2017 3:15,7.12,28.08,9.01,95.9,0.33,281,62.33,15.28,8.12,-60.6
AZ,SC,2/22/2017 3:30,7.16,0.78,9.04,95.8,0.33,280.8,61.57,15.1,8.11,-60.1
AZ,SC,2/22/2017 3:45,7.16,29.31,9.05,95.6,0.33,281,60.58,14.93,8.11,-59.7
AZ,SC,2/22/2017 4:00,7.17,14.22,9.08,95.5,0.33,281.1,60.26,14.77,8.1,-59.3
AZ,SC,2/22/2017 4:15,7.22,27.98,9.1,95.5,0.33,281.9,60.72,14.64,8.09,-58.7
AZ,SC,2/22/2017 4:30,7.07,31.23,9.12,95.4,0.33,281.4,60.77,14.5,8.09,-58.9
AZ,SC,2/22/2017 4:45,7.17,31.32,9.15,95.5,0.33,282.1,62.49,14.39,8.08,-58.4
AZ,SC,2/22/2017 5:00,7.07,31.2,9.16,95.4,0.33,282.3,58.72,14.26,8.08,-58.3
AZ,SC,2/22/2017 5:15,7.11,31.32,9.18,95.4,0.33,282.5,61.88,14.15,8.08,-57.9
AZ,SC,2/22/2017 5:30,7.06,31.44,9.21,95.4,0.33,281.8,58.28,14.03,8.08,-58.2
AZ,SC,2/22/2017 5:45,7.19,31.61,9.23,95.4,0.33,282,62.49,13.92,8.09,-58.4
AZ,SC,2/22/2017 6:00,7.11,31.44,9.26,95.5,0.33,282.6,61.44,13.83,8.08,-58.1
AZ,SC,2/22/2017 6:15,7.07,29.96,9.28,95.4,0.32,282.3,63.46,13.73,8.09,-58.3
AZ,SC,2/22/2017 6:30,7.12,31.57,9.29,95.4,0.32,283,63.09,13.65,8.08,-58.1
AZ,SC,2/22/2017 6:45,7.12,18.45,9.31,95.4,0.32,283,62.14,13.57,8.09,-58.3
AZ,SC,2/22/2017 7:00,7.09,25.68,9.32,95.4,0.32,283.3,61.11,13.5,8.09,-58.4
AZ,SC,2/22/2017 7:15,7.07,30.68,9.33,95.4,0.32,283.2,63.07,13.43,8.09,-58.5
AZ,SC,2/22/2017 7:30,7.21,31.85,9.35,95.4,0.32,283.2,62.84,13.37,8.1,-58.8
AZ,SC,2/22/2017 7:45,7.07,31.91,9.35,95.3,0.32,283.7,62.22,13.33,8.09,-58.7
AZ,SC,2/22/2017 8:00,7.02,31.87,9.35,95.3,0.32,284.1,64.9,13.29,8.09,-58.5
AZ,SC,2/22/2017 8:15,7.14,30.71,9.36,95.3,0.31,284.1,61.36,13.26,8.1,-58.7
AZ,SC,2/22/2017 8:30,7.07,31.82,9.37,95.4,0.31,284.3,61.04,13.23,8.09,-58.6
AZ,SC,2/22/2017 8:45,7.09,20.1,9.37,95.3,0.31,284.5,60.52,13.2,8.1,-58.8
AZ,SC,2/22/2017 9:00,7.07,26.1,9.37,95.2,0.31,284.3,60.4,13.18,8.1,-58.8
AZ,SC,2/22/2017 9:15,7.14,28.34,9.36,95.1,0.31,285,61.12,13.16,8.09,-58.6
AZ,SC,2/22/2017 9:30,7.09,31.02,9.37,95.1,0.31,284.8,60.67,13.14,8.1,-58.9
AZ,SC,2/22/2017 9:45,7.09,31.15,9.37,95.1,0.31,285,59.93,13.13,8.1,-58.7
AZ,SC,2/22/2017 10:00,7.14,31.33,9.37,95,0.31,285.3,62.36,13.11,8.1,-58.7
AZ,SC,2/22/2017 10:15,7.06,30.59,9.37,95.1,0.3,285.4,59.97,13.08,8.09,-58.6
AZ,SC,2/22/2017 10:30,7.02,25.02,9.38,95,0.31,285.7,60.87,13.05,8.09,-58.5
AZ,SC,2/22/2017 10:45,7.06,27.32,9.38,95,0.3,286,59.91,13.02,8.09,-58.3
AZ,SC,2/22/2017 11:00,7.02,27.29,9.38,95,0.3,286.2,60.64,13,8.09,-58.4
AZ,SC,2/22/2017 11:15,7.06,27.41,9.38,94.9,0.3,286,61.39,12.97,8.09,-58.5
AZ,SC,2/22/2017 11:30,7.06,19.9,9.39,94.9,0.3,286.5,60.96,12.95,8.09,-58.4
AZ,SC,2/22/2017 11:45,7.04,23.35,9.41,95,0.29,286.3,65.63,12.91,8.09,-58.5
AZ,SC,2/22/2017 12:00,7.07,29.11,9.4,94.9,0.3,286.8,58.25,12.89,8.09,-58.4
AZ,SC,2/22/2017 12:15,7.06,23.78,9.4,94.8,0.29,287.2,58.23,12.86,8.09,-58.2
AZ,SC,2/22/2017 12:30,6.94,11.48,9.42,94.9,0.29,287.2,59.43,12.82,8.09,-58.3
AZ,SC,2/22/2017 12:45,7.16,15.33,9.42,94.9,0.29,287.2,62.88,12.78,8.09,-58.4
AZ,SC,2/22/2017 13:00,7.07,16.7,9.42,94.8,0.29,287.6,62.12,12.74,8.09,-58.2
AZ,SC,2/22/2017 13:15,7.04,13.07,9.44,94.9,0.28,287.7,59.24,12.7,8.09,-58.1
AZ,SC,2/22/2017 13:30,7.02,14.61,9.45,94.9,0.29,288,60.59,12.66,8.09,-58.1
AZ,SC,2/22/2017 13:45,7.09,12.72,9.45,94.8,0.28,288,59.7,12.61,8.09,-58.1
AZ,SC,2/22/2017 14:00,7.12,30.42,9.46,94.8,0.28,288,59.26,12.56,8.09,-58.2
AZ,SC,2/22/2017 14:15,6.99,28.95,9.48,94.9,0.28,288.1,60.03,12.51,8.09,-58.1
AZ,SC,2/22/2017 14:30,7.02,8.1,9.49,94.9,0.28,288.2,59.83,12.46,8.09,-58.3
AZ,SC,2/22/2017 14:45,7.06,4.73,9.49,94.8,0.28,288.6,60.04,12.42,8.09,-58
AZ,SC,2/22/2017 15:00,6.96,3.41,9.5,94.9,0.28,288.8,47.66,12.38,8.09,-58
AZ,SC,2/22/2017 15:15,7.02,9.88,9.51,94.8,0.28,289,61.41,12.35,8.08,-57.9
AZ,SC,2/22/2017 15:30,7.09,1.37,9.51,94.8,0.28,289,61.58,12.31,8.09,-58.1
AZ,SC,2/22/2017 15:45,7.06,7.07,9.53,94.9,0.28,289.5,59.82,12.28,8.08,-57.8
AZ,SC,2/22/2017 16:00,6.99,10.93,9.53,94.9,0.28,289.7,59.81,12.25,8.08,-57.8
AZ,SC,2/22/2017 16:15,7.02,1.56,9.53,94.8,0.28,290,57.05,12.22,8.08,-57.8
AZ,SC,2/22/2017 16:30,7.09,8.89,9.55,95,0.28,289.7,57.66,12.19,8.09,-58
AZ,SC,2/22/2017 16:45,7.04,0.89,9.57,95.1,0.28,289.9,58.35,12.19,8.09,-58.1
AZ,SC,2/22/2017 17:00,6.99,1.07,9.59,95.4,0.28,290.4,57.25,12.21,8.09,-58.2
AZ,SC,2/22/2017 17:15,7.04,1.22,9.61,95.7,0.28,290.1,60.09,12.27,8.1,-58.9
AZ,SC,2/22/2017 17:30,7.09,9.36,9.63,96.1,0.28,290.2,57.78,12.37,8.11,-59.5
AZ,SC,2/22/2017 17:45,7.04,4.11,9.62,96.3,0.28,290.5,58.38,12.49,8.13,-60.5
AZ,SC,2/22/2017 18:00,6.99,2.84,9.64,96.7,0.28,290.4,56.83,12.63,8.15,-61.6
AZ,SC,2/22/2017 18:15,6.97,13.88,9.62,97,0.28,290.6,44.14,12.82,8.17,-62.5
AZ,SC,2/22/2017 18:30,7.06,17.63,9.61,97.2,0.28,290.7,56.41,12.98,8.18,-63.4
AZ,SC,2/22/2017 18:45,7.06,6.23,9.58,97.2,0.28,291.1,56.47,13.11,8.19,-63.7
AZ,SC,2/22/2017 19:00,6.99,7.49,9.57,97.5,0.29,291.1,55.96,13.31,8.2,-64.3
AZ,SC,2/22/2017 19:15,7.14,16.74,9.55,98,0.28,291.6,56.69,13.62,8.21,-65
AZ,SC,2/22/2017 19:30,7.02,7.27,9.51,98.4,0.28,291.7,56.59,14.01,8.22,-65.8
AZ,SC,2/22/2017 19:45,7.09,8.81,9.46,98.7,0.28,292.2,53.83,14.37,8.23,-66.4
AZ,SC,2/22/2017 20:00,6.99,7.82,9.42,98.9,0.29,292.2,40.63,14.65,8.23,-66.7
AZ,SC,2/22/2017 20:15,7.07,18.33,9.37,99.1,0.28,292.5,55.5,15.01,8.24,-67.3
AZ,SC,2/22/2017 20:30,7.06,18.96,9.32,99.5,0.28,292.9,38.16,15.46,8.25,-67.9
AZ,SC,2/22/2017 20:45,7.06,19.03,9.24,99.7,0.28,293.6,57.5,15.93,8.26,-68.2
AZ,SC,2/22/2017 21:00,7.16,18.7,9.18,99.9,0.27,294.1,52.58,16.33,8.26,-68.5
AZ,SC,2/22/2017 21:15,7.01,18.51,9.1,99.8,0.27,294.3,34.95,16.69,8.26,-68.9
AZ,SC,2/22/2017 21:30,7.12,15.66,9.06,99.9,0.27,294.6,50.3,16.94,8.26,-68.9
AZ,SC,2/22/2017 21:45,7.14,17.85,9,99.8,0.26,294.5,51.79,17.25,8.27,-69.5
AZ,SC,2/22/2017 22:00,7.14,3.71,8.94,99.9,0.26,295.4,50.6,17.58,8.28,-69.7
AZ,SC,2/22/2017 22:15,7.09,12.29,8.88,99.5,0.25,295,49.46,17.69,8.28,-69.8
AZ,SC,2/22/2017 22:30,7.14,6.88,8.85,99.2,0.25,295.4,33.51,17.75,8.27,-69.5
AZ,SC,2/22/2017 22:45,7.12,3.31,8.83,99.2,0.25,296,49.87,17.88,8.27,-69.6
AZ,SC,2/22/2017 23:00,7.12,3.49,8.8,99.2,0.24,296.4,33.9,17.96,8.28,-69.8
AZ,SC,2/22/2017 23:15,7.19,1.74,8.77,98.9,0.24,296.2,34.34,18.03,8.28,-69.9
AZ,SC,2/22/2017 23:30,7.22,1.64,8.76,98.6,0.23,296.4,49.67,17.96,8.27,-69.3
AZ,SC,2/22/2017 23:45,7.09,1.22,8.76,98.7,0.23,296.7,50.24,17.99,8.26,-69
AZ,SC,2/23/2017 0:00,7.14,1.07,8.75,98.6,0.23,296.9,50.12,17.98,8.26,-69.1
AZ,SC,2/23/2017 0:15,7.21,0.85,8.74,98.2,0.23,297.3,33.01,17.87,8.25,-68.6
AZ,SC,2/23/2017 0:30,7.07,2.68,8.72,97.7,0.22,297.2,48.1,17.69,8.24,-67.9
AZ,SC,2/23/2017 0:45,7.07,3.44,8.72,97.2,0.22,297.3,48.55,17.48,8.23,-66.9
AZ,SC,2/23/2017 1:00,7.12,1.59,8.73,96.9,0.22,298.1,48.18,17.3,8.22,-66.4
AZ,SC,2/23/2017 1:15,7.14,0.51,8.73,96.5,0.21,297.2,51.49,17.08,8.21,-66
AZ,SC,2/23/2017 1:30,7.19,2.45,8.74,96.2,0.21,297.6,48.8,16.89,8.2,-65.3
AZ,SC,2/23/2017 1:45,7.02,3.07,8.74,95.9,0.21,297.6,49.74,16.71,8.19,-64.8
AZ,SC,2/23/2017 2:00,7.14,3.12,8.74,95.5,0.2,297.9,33.29,16.54,8.18,-64.2
AZ,SC,2/23/2017 2:15,7.11,8.65,8.74,95.2,0.2,297.9,34.28,16.38,8.17,-63.5
AZ,SC,2/23/2017 2:30,7.19,4.95,8.73,94.8,0.2,298.3,52.71,16.22,8.16,-62.8
AZ,SC,2/23/2017 2:45,7.17,2.01,8.73,94.5,0.2,298.2,32.99,16.06,8.15,-62.3
AZ,SC,2/23/2017 3:00,7.16,1.58,8.74,94.3,0.2,298.3,52.63,15.92,8.14,-61.8
AZ,SC,2/23/2017 3:15,7.22,0.64,8.76,94.2,0.2,298.6,50.98,15.77,8.13,-61.3
AZ,SC,2/23/2017 3:30,7.12,0.4,8.76,93.9,0.19,298.7,51.46,15.63,8.12,-60.7
AZ,SC,2/23/2017 3:45,7.21,0.38,8.77,93.8,0.19,299.1,51.6,15.48,8.12,-60.4
AZ,SC,2/23/2017 4:00,7.04,0.33,8.8,93.7,0.19,298.9,54.32,15.34,8.11,-60.2
AZ,SC,2/23/2017 4:15,7.16,0.3,8.81,93.7,0.19,299,54.13,15.2,8.11,-60
AZ,SC,2/23/2017 4:30,7.12,0.4,8.83,93.6,0.19,299,34.42,15.07,8.11,-59.8
AZ,SC,2/23/2017 4:45,7.11,1.1,8.85,93.5,0.19,299.5,52.54,14.96,8.1,-59.4
AZ,SC,2/23/2017 5:00,7.12,8.24,8.88,93.6,0.19,299.7,54.35,14.85,8.1,-59.3
AZ,SC,2/23/2017 5:15,7.12,10.92,8.9,93.6,0.19,299.6,52.32,14.74,8.1,-59.1
AZ,SC,2/23/2017 5:30,7.12,4.4,8.91,93.5,0.19,299.8,54.16,14.64,8.09,-59
AZ,SC,2/23/2017 5:45,7.11,3.43,8.93,93.6,0.19,299.7,54.67,14.55,8.09,-58.9
AZ,SC,2/23/2017 6:00,7.04,9.27,8.95,93.6,0.18,299.7,54.06,14.45,8.09,-58.8
AZ,SC,2/23/2017 6:15,7.09,16.86,8.97,93.5,0.18,300.2,54.94,14.37,8.09,-58.6
AZ,SC,2/23/2017 6:30,7.12,18.26,8.98,93.6,0.18,300.3,54.01,14.29,8.09,-58.5
AZ,SC,2/23/2017 6:45,7.14,10.21,9,93.5,0.18,300.3,54.7,14.21,8.09,-58.6
AZ,SC,2/23/2017 7:00,7.11,12.5,9,93.4,0.18,300.5,54.4,14.1,8.09,-58.3
AZ,SC,2/23/2017 7:15,7.12,8.31,9.03,93.4,0.18,300.7,55.76,13.98,8.08,-58.3
AZ,SC,2/23/2017 7:30,7.02,11.08,9.05,93.4,0.17,300.8,55.95,13.86,8.08,-58.2
AZ,SC,2/23/2017 7:45,7.06,11.12,9.07,93.3,0.17,300.8,54.91,13.74,8.08,-58.2
AZ,SC,2/23/2017 8:00,7.16,12,9.1,93.3,0.17,300.8,56.23,13.61,8.08,-58.2
AZ,SC,2/23/2017 8:15,7.12,12.78,9.12,93.3,0.17,301,56.81,13.49,8.09,-58.2
AZ,SC,2/23/2017 8:30,7.07,17.23,9.14,93.3,0.16,301.1,53.68,13.38,8.09,-58.2
AZ,SC,2/23/2017 8:45,7.06,10.76,9.16,93.3,0.17,301.1,54.25,13.27,8.09,-58.2
